,-9,-7,-5,-3,-1,1,3,5,7,9,date,newborn,dead,WALE,11
102,0,0,0,0,0,0,0,0,0,0,4/15/2009,5650,0,0,0
103,0,0,0,0,0,0,0,0,0,0,4/16/2009,6150,0,0,0
104,0,0,0,0,0,0,0,0,0,0,4/17/2009,5600,0,0,0
105,32.51,100,50,0,0,0,0,0,0,0,4/18/2009,6482.51,182.51,15.8895403,0
106,0,400,0,0,0,0,0,0,0,0,4/19/2009,6350,400,6.25,0
107,0,4850,900,0,0,0,0,0,0,0,4/20/2009,11700,5750,17.29565217,0
108,0,50,0,0,0,0,0,0,0,0,4/21/2009,6200,50,3,0
109,0,0,0,0,0,0,0,0,0,0,4/22/2009,6050,0,0,0
110,0,0,0,0,0,0,0,0,0,0,4/23/2009,3750,0,0,0
111,0,0,0,0,0,0,0,0,0,0,4/24/2009,5750,0,0,0
112,0,0,0,0,0,0,0,0,0,0,4/25/2009,5900,0,0,0
113,0,750,0,0,0,0,0,0,0,0,4/26/2009,6350,750,3.6,0
114,0,0,0,0,0,0,0,0,0,0,4/27/2009,5200,0,0,0
115,0,0,0,0,0,0,0,0,0,0,4/28/2009,5850,0,0,0
116,0,1000,0,0,0,0,0,0,0,0,4/29/2009,7400,1000,4.8,0
117,0,0,0,0,0,0,0,0,0,0,4/30/2009,6550,0,0,0
118,0,0,0,0,0,0,0,0,0,0,5/1/2009,6050,0,0,0
119,49.94,700,0,0,0,0,0,0,0,0,5/2/2009,7049.94,749.94,6.000480038,0
120,60,50,0,0,0,0,0,0,0,0,5/3/2009,5410,110,0.454545455,0
121,50,1450,0,0,0,0,0,0,0,0,5/4/2009,7900,1500,3.2,0
122,0,500,0,0,0,0,0,0,0,0,5/5/2009,7250,500,2.1,0
123,0,0,0,0,0,0,0,0,0,0,5/6/2009,6750,0,0,0
124,0,0,0,0,0,0,0,0,0,0,5/7/2009,6100,0,0,0
125,0,0,0,0,0,0,0,0,0,0,5/8/2009,5350,0,0,0
126,0,0,0,0,0,0,0,0,0,0,5/9/2009,3900,0,0,0
127,0,0,0,0,0,0,0,0,0,0,5/10/2009,4250,0,0,0
128,0,100,0,0,0,0,0,0,0,0,5/11/2009,6100,100,1,0
129,0,0,0,0,0,0,0,0,0,0,5/12/2009,6500,0,0,0
130,50.01,100,0,0,0,0,0,0,0,0,5/13/2009,5700.01,150.01,2.666488901,0
131,49.99,150,0,0,0,0,0,0,0,0,5/14/2009,7149.99,199.99,1.750087504,0
132,100,400,0,0,0,0,0,0,0,0,5/15/2009,7300,500,7.6,0
133,0,0,0,0,0,0,0,0,0,0,5/16/2009,5950,0,0,0
134,0,0,0,0,0,0,0,0,0,0,5/17/2009,6350,0,0,0
135,0,0,0,0,0,0,0,0,0,0,5/18/2009,5900,0,0,0
136,0,0,0,0,0,0,0,0,0,0,5/19/2009,4300,0,0,0
137,0,0,0,0,0,0,0,0,0,0,5/20/2009,6000,0,0,0
138,0,0,0,0,0,0,0,0,0,0,5/21/2009,4100,0,0,0
139,0,0,0,0,0,0,0,0,0,0,5/22/2009,3050,0,0,0
140,0,0,0,0,0,0,0,0,0,0,5/23/2009,1600,0,0,0
141,0,0,0,0,0,0,0,0,0,0,5/24/2009,5000,0,0,0
142,0,0,0,0,0,0,0,0,0,0,5/25/2009,5450,0,0,0
143,0,0,0,0,0,0,0,0,0,0,5/26/2009,6250,0,0,0
144,0,0,0,0,0,0,0,0,0,0,5/27/2009,5950,0,0,0
145,0,0,0,0,0,0,0,0,0,0,5/28/2009,4750,0,0,0
146,0,3000,0,0,0,0,0,0,0,0,5/29/2009,8300,3000,8.366666667,0
147,0,0,0,0,0,0,0,0,0,0,5/30/2009,5450,0,0,0
148,0,0,0,0,0,0,0,0,0,0,5/31/2009,4800,0,0,0
149,0,0,50,0,0,0,0,0,0,0,6/1/2009,3600,50,42,0
150,0,0,0,0,0,0,0,0,0,0,6/2/2009,5550,0,0,0
151,0,0,0,0,0,0,0,0,0,0,6/3/2009,3550,0,0,0
152,0,0,0,0,0,0,0,0,0,0,6/4/2009,3300,0,0,0
153,0,0,0,0,0,0,0,0,0,0,6/5/2009,1500,0,0,0
154,0,0,0,0,0,0,0,0,0,0,6/6/2009,1400,0,0,0
155,0,0,0,0,0,0,0,0,0,0,6/7/2009,800,0,0,0
156,0,0,0,0,0,0,0,0,0,0,6/8/2009,4100,0,0,0
157,0,0,0,0,0,0,0,0,0,0,6/9/2009,4550,0,0,0
158,0,0,0,0,0,0,0,0,0,0,6/10/2009,4100,0,0,0
159,0,0,0,0,0,0,0,0,0,0,6/11/2009,4450,0,0,0
160,0,0,0,0,0,0,0,0,0,0,6/12/2009,4300,0,0,0
161,0,0,0,0,0,0,0,0,0,0,6/13/2009,3900,0,0,0
162,0,0,0,0,0,0,0,0,0,0,6/14/2009,3600,0,0,0
163,0,0,0,0,0,0,0,0,0,0,6/15/2009,4200,0,0,0
164,0,0,0,0,0,0,0,0,0,0,6/16/2009,3550,0,0,0
165,0,0,0,0,0,0,0,0,0,0,6/17/2009,3950,0,0,0
166,0,0,0,0,0,0,0,0,0,0,6/18/2009,4000,0,0,0
167,0,0,0,0,0,0,0,0,0,0,6/19/2009,4350,0,0,0
168,0,0,0,0,0,0,0,0,0,0,6/20/2009,3900,0,0,0
169,0,0,0,0,0,0,0,0,0,0,6/21/2009,4050,0,0,0
170,0,3000,0,0,0,0,0,0,0,0,6/22/2009,6800,3000,14.73333333,0
171,0,0,0,0,0,0,0,0,0,0,6/23/2009,3800,0,0,0
172,0,49.99,98.99,0,0,0,0,0,0,0,6/24/2009,4898.98,148.98,43.01490133,0
173,0,1000,0,0,0,0,0,0,0,0,6/25/2009,4400,1000,6.4,0
174,0,0,0,0,0,0,0,0,0,0,6/26/2009,4500,0,0,0
175,0,0,0,0,0,0,0,0,0,0,6/27/2009,4200,0,0,0
176,0,50,0,0,0,0,0,0,0,0,6/28/2009,2350,50,1,0
177,0,50,0,0,0,0,0,0,0,0,6/29/2009,4200,50,1,0
178,20,75,0,0,0,0,0,0,0,0,6/30/2009,4345,95,0.789473684,0
179,0,100,0,0,0,0,0,0,0,0,7/1/2009,3800,100,1,0
180,0,50,0,0,0,0,0,0,0,0,7/2/2009,4200,50,2,0
181,0,0,0,0,0,0,0,0,0,0,7/3/2009,4100,0,0,0
182,0,0,0,0,0,0,0,0,0,0,7/4/2009,4450,0,0,0
183,0,0,0,0,0,0,0,0,0,0,7/5/2009,3950,0,0,0
184,0,0,0,0,0,0,0,0,0,0,7/6/2009,4200,0,0,0
185,0,0,0,0,0,0,0,0,0,0,7/7/2009,3450,0,0,0
186,0,0,0,0,0,0,0,0,0,0,7/8/2009,3700,0,0,0
187,0,0,0,0,0,0,0,0,0,0,7/9/2009,4300,0,0,0
188,0,0,0,0,0,0,0,0,0,0,7/10/2009,4050,0,0,0
189,0,0,0,0,0,0,0,0,0,0,7/11/2009,4150,0,0,0
190,0,0,0,0,0,0,0,0,0,0,7/12/2009,3850,0,0,0
191,0,0,0,0,0,0,0,0,0,0,7/13/2009,3900,0,0,0
192,0,0,0,0,0,0,0,0,0,0,7/14/2009,3450,0,0,0
193,0,0,0,0,0,0,0,0,0,0,7/15/2009,2250,0,0,0
194,0,0,0,0,0,0,0,0,0,0,7/16/2009,3550,0,0,0
195,0,0,0,0,0,0,0,0,0,0,7/17/2009,2350,0,0,0
196,0,0,0,0,0,0,0,0,0,0,7/18/2009,200,0,0,0
197,0,0,0,0,0,0,0,0,0,0,7/19/2009,3500,0,0,0
198,0,6000,0,49.67,0,0,0,0,0,0,7/20/2009,9549.67,6049.67,15.82810137,0
199,0,0,0,0,0,0,0,0,0,0,7/21/2009,4100,0,0,0
200,0,0,0,0,0,0,0,0,0,0,7/22/2009,3000,0,0,0
201,0,0,0,0,0,0,0,0,0,0,7/23/2009,3800,0,0,0
202,0,0,0,0,0,0,0,0,0,0,7/24/2009,3650,0,0,0
203,0,0,0,0,0,0,0,0,0,0,7/25/2009,1600,0,0,0
204,0,0,0,0,0,0,0,0,0,0,7/26/2009,1050,0,0,0
205,0,0,0,0,0,0,0,0,0,0,7/27/2009,3700,0,0,0
206,0,0,0,0,0,0,0,0,0,0,7/28/2009,2050,0,0,0
207,0,100,0,0,0,0,0,0,0,0,7/29/2009,1050,100,3,0
208,0,50,0,0,0,0,0,0,0,0,7/30/2009,800,50,5,0
209,0,0,0,0,0,0,0,0,0,0,7/31/2009,850,0,0,0
210,0,0,0,0,0,0,0,0,0,0,8/1/2009,1400,0,0,0
211,0,0,0,0,0,0,0,0,0,0,8/2/2009,1150,0,0,0
212,0,0,0,0,0,0,0,0,0,0,8/3/2009,600,0,0,0
213,0,0,0,0,0,0,0,0,0,0,8/4/2009,4050,0,0,0
214,0,0,0,0,0,0,0,0,0,0,8/5/2009,4350,0,0,0
215,0,0,0,0,0,0,0,0,0,0,8/6/2009,4500,0,0,0
216,0,5249.53,300,0,0,0,0,0,0,0,8/7/2009,9549.53,5549.53,11.72928338,0
217,0,0,0,0,0,0,0,0,0,0,8/8/2009,4000,0,0,0
218,0,0,0,0,0,0,0,0,0,0,8/9/2009,5050,0,0,0
219,0,0,0,0,0,0,0,0,0,0,8/10/2009,3750,0,0,0
220,0,0,0,0,0,0,0,0,0,0,8/11/2009,3500,0,0,0
221,0,0,0,0,0,0,0,0,0,0,8/12/2009,3150,0,0,0
222,0,0,0,0,0,0,0,0,0,0,8/13/2009,4250,0,0,0
223,0,0,0,0,0,0,0,0,0,0,8/14/2009,3150,0,0,0
224,0,0,0,0,0,0,0,0,0,0,8/15/2009,1300,0,0,0
225,0,0,0,0,0,0,0,0,0,0,8/16/2009,950,0,0,0
226,0,0,0,0,0,0,0,0,0,0,8/17/2009,850,0,0,0
227,0,0,0,0,0,0,0,0,0,0,8/18/2009,500,0,0,0
228,0,0,0,0,0,0,0,0,0,0,8/19/2009,900,0,0,0
229,0,0,0,0,0,0,0,0,0,0,8/20/2009,1100,0,0,0
230,0,0,0,0,0,0,0,0,0,0,8/21/2009,700,0,0,0
231,0,0,0,0,0,0,0,0,0,0,8/22/2009,350,0,0,0
232,0,0,0,0,0,0,0,0,0,0,8/23/2009,750,0,0,0
233,0,0,0,0,0,0,0,0,0,0,8/24/2009,750,0,0,0
234,0,0,0,0,0,0,0,0,0,0,8/25/2009,2500,0,0,0
235,48.53,2299.53,0,0,0,0,0,0,0,0,8/26/2009,4748.06,2348.06,16.32902907,0
236,0,0,0,0,0,0,0,0,0,0,8/27/2009,1450,0,0,0
237,0,0,0,0,0,0,0,0,0,0,8/28/2009,3750,0,0,0
238,0,0,0,0,0,0,0,0,0,0,8/29/2009,3900,0,0,0
239,0,50,0,0,0,0,0,0,0,0,8/30/2009,4900,50,1,0
240,0,300,0,0,0,0,0,0,0,0,8/31/2009,4600,300,1.833333333,0
241,0,0,0,0,0,0,0,0,0,0,9/1/2009,3900,0,0,0
242,0,0,0,0,0,0,0,0,0,0,9/2/2009,3300,0,0,0
243,0,700,0,0,0,0,0,0,0,0,9/3/2009,3750,700,3.142857143,0
244,0,0,0,0,0,0,0,0,0,0,9/4/2009,3200,0,0,0
245,0,0,0,0,0,0,0,0,0,0,9/5/2009,3800,0,0,0
246,0,0,0,0,0,0,0,0,0,0,9/6/2009,3400,0,0,0
247,0,650,0,0,0,0,0,0,0,0,9/7/2009,4550,650,1.846153846,0
248,0,0,0,0,0,0,0,0,0,0,9/8/2009,3450,0,0,0
249,0,0,0,0,0,0,0,0,0,0,9/9/2009,2700,0,0,0
250,0,0,0,0,0,0,0,0,0,0,9/10/2009,3350,0,0,0
251,0,0,0,0,0,0,0,0,0,0,9/11/2009,3350,0,0,0
252,0,0,0,0,0,0,0,0,0,0,9/12/2009,3450,0,0,0
253,0,0,0,0,0,0,0,0,0,0,9/13/2009,3750,0,0,0
254,0,0,0,0,0,0,0,0,0,0,9/14/2009,3700,0,0,0
255,0,0,0,0,0,0,0,0,0,0,9/15/2009,2200,0,0,0
256,0,1,0,0,0,0,0,0,0,0,9/16/2009,3601,1,20,0
257,0,5050,0,0,0,0,0,0,0,0,9/17/2009,9250,5050,11.66336634,0
258,0,0,0,0,0,0,0,0,0,0,9/18/2009,3900,0,0,0
259,0,0,0,0,0,0,0,0,0,0,9/19/2009,3700,0,0,0
260,0,0,0,0,0,0,0,0,0,0,9/20/2009,3900,0,0,0
261,0,400,0,0,0,0,0,0,0,0,9/21/2009,3850,400,9,0
262,0,2000,0,0,0,0,0,0,0,0,9/22/2009,3250,2000,9.2,0
263,0,0,0,0,0,0,0,0,0,0,9/23/2009,1800,0,0,0
264,0,0,0,0,0,0,0,0,0,0,9/24/2009,4850,0,0,0
265,0,1300,0,0,0,0,0,0,0,0,9/25/2009,5850,1300,2.384615385,0
266,0,0,0,0,0,0,0,0,0,0,9/26/2009,5000,0,0,0
267,0,800,0,0,0,0,0,0,0,0,9/27/2009,5150,800,1.4375,0
268,0,0,0,0,0,0,0,0,0,0,9/28/2009,4250,0,0,0
269,0,2150,0,0,0,0,0,0,0,0,9/29/2009,6550,2150,2.604651163,0
270,0,0,0,0,0,0,0,0,0,0,9/30/2009,4250,0,0,0
271,0,0,0,0,0,0,0,0,0,0,10/1/2009,4100,0,0,0
272,0,500,0,0,0,0,0,0,0,0,10/2/2009,4100,500,3.8,0
273,0,0,0,0,0,0,0,0,0,0,10/3/2009,2900,0,0,0
274,0,0,0,0,0,0,0,0,0,0,10/4/2009,2650,0,0,0
275,0,0,0,0,0,0,0,0,0,0,10/5/2009,2750,0,0,0
276,200,700,0,0,0,0,0,0,0,0,10/6/2009,3050,900,3.055555556,0
277,0,0,0,0,0,0,0,0,0,0,10/7/2009,3000,0,0,0
278,0,0,0,0,0,0,0,0,0,0,10/8/2009,3500,0,0,0
279,0,0,0,0,0,0,0,0,0,0,10/9/2009,3950,0,0,0
280,0,0,0,0,0,0,0,0,0,0,10/10/2009,3850,0,0,0
281,0,0,0,0,0,0,0,0,0,0,10/11/2009,3700,0,0,0
282,0,2250,1450,1250,100,0,0,0,0,0,10/12/2009,7950,5050,64.26732673,0
283,0,0,0,0,0,0,0,0,0,0,10/13/2009,2850,0,0,0
284,0,0,0,0,0,0,0,0,0,0,10/14/2009,3450,0,0,0
285,0,0,0,0,0,0,0,0,0,0,10/15/2009,3550,0,0,0
286,0,9700,0,0,0,0,0,0,0,0,10/16/2009,12700,9700,5.530927835,0
287,0,0,0,0,0,0,0,0,0,0,10/17/2009,2850,0,0,0
288,0,350,0,0,0,0,0,0,0,0,10/18/2009,4050,350,2.428571429,0
289,0,0,0,0,0,0,0,0,0,0,10/19/2009,5600,0,0,0
290,0,5000,49.88,0,0,0,0,0,0,0,10/20/2009,9799.88,5049.88,12.6727843,0
291,0,899.76,0,0,0,0,0,0,0,0,10/21/2009,4899.76,899.76,10.61367476,0
292,0,11950,0,0,0,0,0,0,0,0,10/22/2009,16450,11950,5.510460251,0
293,0,0,0,0,0,0,0,0,0,0,10/23/2009,4450,0,0,0
294,0,12250,0,0,0,0,0,0,0,0,10/24/2009,15350,12250,2.004081633,0
295,0,0,0,0,0,0,0,0,0,0,10/25/2009,3800,0,0,0
296,0,0,0,0,0,0,0,0,0,0,10/26/2009,3550,0,0,0
297,0,13000,0,0,0,0,0,0,0,0,10/27/2009,16200,13000,2.034615385,0
298,0,0,0,0,0,0,0,0,0,0,10/28/2009,3300,0,0,0
299,0,2050,0,0,0,0,0,0,0,0,10/29/2009,4350,2050,4.756097561,0
300,0,0,0,0,0,0,0,0,0,0,10/30/2009,3000,0,0,0
301,0,0,0,0,0,0,0,0,0,0,10/31/2009,2300,0,0,0
302,0,0,0,0,0,0,0,0,0,0,11/1/2009,1250,0,0,0
303,0,0,0,0,0,0,0,0,0,0,11/2/2009,1650,0,0,0
304,0,0,0,0,0,0,0,0,0,0,11/3/2009,3100,0,0,0
305,0,15500,0,0,0,0,0,0,0,0,11/4/2009,18650,15500,7.622580645,0
306,0,0,0,0,0,0,0,0,0,0,11/5/2009,2850,0,0,0
307,0,0,0,0,0,0,0,0,0,0,11/6/2009,3100,0,0,0
308,0,0,0,0,0,0,0,0,0,0,11/7/2009,3450,0,0,0
309,0,0,0,0,0,0,0,0,0,0,11/8/2009,3650,0,0,0
310,0,0,0,0,0,0,0,0,0,0,11/9/2009,3200,0,0,0
311,0,0,0,0,0,0,0,0,0,0,11/10/2009,3900,0,0,0
312,72000,18000,0,0,0,0,0,0,0,0,11/11/2009,93200,90000,1.163333333,0
313,0,0,0,0,0,0,0,0,0,0,11/12/2009,3300,0,0,0
314,50,550,0,0,0,0,0,0,0,0,11/13/2009,4600,600,2.333333333,0
315,0,0,0,0,0,0,0,0,0,0,11/14/2009,3950,0,0,0
316,0,0,0,0,0,0,0,0,0,0,11/15/2009,4800,0,0,0
317,0,0,0,0,0,0,0,0,0,0,11/16/2009,4850,0,0,0
318,0,0,0,0,0,0,0,0,0,0,11/17/2009,4600,0,0,0
319,0,0,0,0,0,0,0,0,0,0,11/18/2009,3950,0,0,0
320,21850,22500,0,0,0,0,0,0,0,0,11/19/2009,47850,44350,3.650507328,0
321,0,0,0,0,0,0,0,0,0,0,11/20/2009,4300,0,0,0
322,0,0,0,0,0,0,0,0,0,0,11/21/2009,3650,0,0,0
323,0,0,0,0,0,0,0,0,0,0,11/22/2009,5300,0,0,0
324,0,0,0,0,0,0,0,0,0,0,11/23/2009,4800,0,0,0
325,0,0,0,0,0,0,0,0,0,0,11/24/2009,4650,0,0,0
326,0,0,0,0,0,0,0,0,0,0,11/25/2009,4500,0,0,0
327,0,0,0,0,0,0,0,0,0,0,11/26/2009,4200,0,0,0
328,0,0,0,0,0,0,0,0,0,0,11/27/2009,3700,0,0,0
329,0,0,0,0,0,0,0,0,0,0,11/28/2009,3550,0,0,0
330,0,0,0,0,0,0,0,0,0,0,11/29/2009,3000,0,0,0
331,0,0,0,0,0,0,0,0,0,0,11/30/2009,3750,0,0,0
332,0,700,4300,3050,2000,0,0,0,0,0,12/1/2009,13700,10050,110.4129353,0
333,0,0,0,0,0,0,0,0,0,0,12/2/2009,4700,0,0,0
334,0,0,0,0,0,0,0,0,0,0,12/3/2009,4400,0,0,0
335,0,0,0,0,0,0,0,0,0,0,12/4/2009,1800,0,0,0
336,0,900,0,0,0,0,0,0,0,0,12/5/2009,4100,900,9.777777778,0
337,40,100,0,0,0,0,0,0,0,0,12/6/2009,5290,140,1.428571429,0
338,0,0,0,0,0,0,0,0,0,0,12/7/2009,5600,0,0,0
339,50,1450,0,0,0,0,0,0,0,0,12/8/2009,6750,1500,1.5,0
340,705,1650,0,0,0,0,0,0,0,0,12/9/2009,7155,2355,0.917197452,0
